Sección	Palabra/Frase	Detalles
Actividad Física	Caminadora	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Máquina de ejercicio para caminar o correr sin desplazarse<br><br>• <b>Traducción</b>: Treadmill<br><br>• <b>Ejemplos</b>:<br> - <i>""Empecé con 20 minutos en la caminadora""</i> (I started with 20 minutes on the treadmill)<br> - <i>""La caminadora tiene diferentes niveles de inclinación""</i> (The treadmill has different incline levels)</div>"
Actividad Física	Trabajar duro	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Realizar esfuerzo físico o mental intenso<br><br>• <b>Traducción</b>: To work hard<br><br>• <b>Ejemplos</b>:<br> - <i>""Hay que trabajar duro para ver resultados""</i> (You have to work hard to see results)<br> - <i>""El equipo trabajó duro durante toda la temporada""</i> (The team worked hard throughout the season)</div>"
Actividad Física	Dependiendo de cuán duro jalas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Según la intensidad del esfuerzo realizado<br><br>• <b>Traducción</b>: Depending on how hard you pull<br><br>• <b>Ejemplos</b>:<br> - <i>""Los resultados varían dependiendo de cuán duro jalas en cada ejercicio""</i> (Results vary depending on how hard you pull in each exercise)</div>"
Actividad Física	"Uso de ""cuán"""	"<div style=""text-align: left; width: 100%;"">• <b>Función</b>: Expresar intensidad delante de adjetivos o adverbios<br><br>• <b>Traducción</b>: ""How"" (in expressions of intensity)<br><br>• <b>Equivalente coloquial</b>: ""Qué tan""<br><br>• <b>Estructura</b>: ""Cuán + adjetivo/adverbio""<br><br>• <b>Ejemplos correctos</b>:<br> - <b>""¡Cuán grande es este lugar!"" - <i>""How big this place is!""</i><br> - <i>""No sabes cuán importante fue tu ayuda""</i> - <i>""You don't know how important your help was""</i><br><br>• Usos incorrectos (para sustantivos se usa ""cuánto"")</b>:<br> - ❌ ""Cuán dinero necesitas""<br> - ✅ ""Cuánto dinero necesitas"" - <i>""How much money do you need""</i></div>"
Expresiones de Obligación	Ya toca que...	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Ha llegado el momento de que ocurra algo<br><br>• <b>Traducción</b>: It's time that..., It's about time that...<br><br>• <b>Ejemplos</b>:<br> - <i>""Ya toca que se responsabilice de sus cosas""</i> (It's time for him/her to take responsibility for his/her things)</div>"
Expresiones de Adición	Y encima / Y aparte / Además / También	"<div style=""text-align: left; width: 100%;"">• <b>Significados</b>:<br> - <b>""Y encima""</b>: Añade algo negativo sobre lo ya mencionado (And on top of that)<br> - <b>""Y aparte""</b>: Añade información complementaria (And besides)<br> - <b>""Además""</b>: Forma neutral de añadir información (Furthermore, moreover)<br> - <b>""También""</b>: Indica inclusión simple (Also, too)<br><br>• <b>Ejemplos</b>:<br> - <i>""Es inteligente y encima guapa""</i> (She's intelligent and on top of that beautiful)</div>"
Verbos de Difusión	Regar (información)	"<div style=""text-align: left; width: 100%;"">• <b>Significado figurado</b>: Difundir, esparcir (especialmente noticias o información)<br><br>• <b>Traducción</b>: To spread (information)<br><br>• <b>Ejemplo</b>: ""La noticia que se regó por todo el pueblo"" (The news that spread throughout the town)<br><br>• <b>Contexto</b>: Coloquial, usado principalmente en Latinoamérica</div>"
Expresiones de Olvido	Las tenía hace un momento	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Expresión usada al buscar algo recién extraviado<br><br>• <b>Traducción</b>: I had them just a moment ago<br><br>• <b>Ejemplo</b>: ""Las llaves... las tenía hace un momento"" (The keys... I had them just a moment ago)</div>"
Movilidad y Traslados	Nos mudábamos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Acción en pasado de cambiar de vivienda o ubicación<br><br>• <b>Traducción</b>: We were moving/relocating<br><br>• <b>Tiempo verbal</b>: Pretérito imperfecto (acción habitual o en desarrollo en el pasado)<br><br>• <b>Ejemplo</b>: ""Nos mudábamos cada dos años por el trabajo de mi padre"" (We used to move every two years because of my father's job)</div>"
Movilidad y Traslados	Los mudaban / Los trasladaban	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Alguien movía a otras personas de ubicación<br><br>• <b>Traducción</b>: They were moving them / They were transferring them<br><br>• <b>Diferencias</b>:<br> - <b>""Mudar""</b>: Cambiar completamente de ubicación o vivienda<br> - <b>""Trasladar""</b>: Mover de un lugar a otro, no necesariamente permanente<br><br>• <b>Ejemplos</b>:<br> - <i>""Los mudaban a un nuevo edificio tras el incendio""</i> (They were relocating them to a new building after the fire)<br> - <i>""Los trasladaban en autobús al centro deportivo""</i> (They were transporting them by bus to the sports center)</div>"
Movilidad y Traslados	Salidas de campo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Actividad académica o laboral fuera del lugar habitual<br><br>• <b>Traducción</b>: Field trips (academic context)<br><br>• <b>Contexto</b>: Ámbito educativo o profesional con propósito de aprendizaje o investigación<br><br>• <b>Ejemplos</b>:<br> - <i>""Organizaron salidas de campo para estudiar la flora local""</i> (They organized field trips to study the local flora)<br> - <i>""La salida de campo incluyó visitas a tres yacimientos arqueológicos""</i> (The field trip included visits to three archaeological sites)</div>"
Movilidad y Traslados	Excursiones	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Viaje recreativo o educativo de corta duración<br><br>• <b>Traducción</b>: Excursions, field trips<br><br>• <b>Ejemplos</b>:<br> - <i>""Las excursiones escolares son muy educativas""</i> (School excursions are very educational)<br> - <i>""Organizaron una excursión al museo para los estudiantes""</i> (They organized an excursion to the museum for the students)</div>"
Movilidad y Traslados	El transporte	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Medio para desplazar personas o mercancías<br><br>• <b>Traducción</b>: Transportation<br><br>• <b>Ejemplos</b>:<br> - <i>""El transporte público es eficiente en esta ciudad""</i> (Public transportation is efficient in this city)<br> - <i>""El costo del transporte aumentó este año""</i> (The cost of transportation increased this year)</div>"
Movilidad y Traslados	Expresiones de costo	"<div style=""text-align: left; width: 100%;"">• <b>""Es el mayor gasto"" (It is the biggest expense)<br><br>• ""El gasto mayor"" (The major expense)<br><br>• ""El mayor"" (The biggest/largest)<br><br>• ""El costo máximo"" (The maximum cost)<br><br>• Ejemplos</b>:<br> - <i>""El transporte es el mayor gasto para muchas familias""</i> (Transportation is the biggest expense for many families)<br> - <i>""Establecieron el costo máximo por persona""</i> (They established the maximum cost per person)</div>"
Expresiones Religiosas	Rogando a Dios	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Pidiendo a Dios con devoción o desesperación<br><br>• <b>Traducción</b>: Begging/praying to God<br><br>• <b>Ejemplo</b>: ""Estaba rogando a Dios que su hijo se recuperara"" (She was praying to God for her son to recover)</div>"
Expresiones Religiosas	Rogar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Pedir con insistencia y humildad<br><br>• <b>Traducción</b>: To beg, to plead<br><br>• <b>Ejemplos</b>:<br> - <i>""Le rogué que me perdonara""</i> (I begged him/her to forgive me)<br> - <i>""Te ruego que consideres mi caso""</i> (I beg you to consider my case)</div>"
Expresiones Religiosas	Rezar / Orar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Dirigirse a una divinidad en oración<br><br>• <b>Traducción</b>: To pray<br><br>• <b>Diferencia</b>:<br> - <b>""Rezar""</b>: Más asociado a oraciones establecidas o rituales<br> - <b>""Orar""</b>: Más asociado a comunicación personal con la divinidad<br><br>• <b>Ejemplos</b>:<br> - <i>""Reza el rosario todas las noches""</i> (He/she prays the rosary every night)<br> - <i>""Ora en silencio antes de dormir""</i> (He/she prays silently before sleeping)</div>"
Expresiones Religiosas	Ruegas a Dios cuando estás en medio del peligro	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: En situaciones de emergencia se tiende a suplicar con intensidad<br><br>• <b>Traducción</b>: You pray/beg God when you are in danger<br><br>• <b>Ejemplo</b>: ""Cuando el avión empezó a sacudirse, todos rogaban a Dios"" (When the plane started to shake, everyone was praying to God)</div>"
Expresiones Religiosas	Rezas cuando estás en calma	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: La oración como práctica regular en momentos de tranquilidad<br><br>• <b>Traducción</b>: You pray when you are calm<br><br>• <b>Ejemplo</b>: ""Reza cada noche antes de acostarse"" (He/she prays every night before going to bed)</div>"
Términos de Ingeniería	Petróleo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Sustancia natural compuesta de hidrocarburos<br><br>• <b>Traducción</b>: Petroleum, oil<br><br>• <b>Ejemplo</b>: ""La economía del país depende del petróleo"" (The country's economy depends on oil)</div>"
Términos de Ingeniería	Crudo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Petróleo sin refinar, en estado natural<br><br>• <b>Traducción</b>: Crude oil<br><br>• <b>Ejemplo</b>: ""El precio del crudo ha subido este mes"" (The price of crude oil has risen this month)</div>"
Términos de Ingeniería	Cálculo del diámetro de la tubería	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Determinar la medida del círculo interno de un tubo<br><br>• <b>Traducción</b>: Calculation of pipe diameter<br><br>• <b>Ejemplo</b>: ""El cálculo del diámetro de la tubería es crucial para el flujo adecuado"" (The calculation of the pipe diameter is crucial for proper flow)</div>"
Términos de Ingeniería	Cálculo del espesor del material de la tubería	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Determinar el grosor de la pared del tubo<br><br>• <b>Traducción</b>: Calculation of pipe wall thickness<br><br>• <b>Ejemplo</b>: ""El cálculo del espesor del material de la tubería depende de la presión que soportará"" (The calculation of the pipe material thickness depends on the pressure it will withstand)</div>"
Términos de Ingeniería	Espesor vs. Grosor	"<div style=""text-align: left; width: 100%;"">• <b>""Espesor""</b>: Término técnico (thickness - <b>technical term)<br><br>• ""Grosor""</b>: Término cotidiano (thickness - <b>everyday term)<br><br>• Ejemplos</b>:<br> - <i>""El espesor del material determina su resistencia""</i> (The thickness of the material determines its resistance)<br> - <i>""El grosor del libro impresiona""</i> (The thickness of the book is impressive)</div>"
Términos de Ingeniería	Las longitudes de tubería están estandarizadas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Existen medidas normalizadas para la producción de tuberías<br><br>• <b>Traducción</b>: Pipe lengths are standardized<br><br>• <b>Ejemplo</b>: ""Compró tuberías de longitudes estandarizadas para el proyecto"" (He bought standardized length pipes for the project)</div>"
Términos de Ingeniería	El tipo de material depende del tipo de fluido a transportar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: La selección de materiales sigue normas según el contenido<br><br>• <b>Traducción</b>: The type of material depends on the type of fluid to be transported<br><br>• <b>Ejemplo</b>: ""Para transportar ácidos, se seleccionan materiales según estándares específicos"" (To transport acids, materials are selected according to specific standards)</div>"
Términos de Ingeniería	Datos tabulados	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Información organizada en tablas<br><br>• <b>Traducción</b>: Tabulated data<br><br>• <b>Ejemplos</b>:<br> - <i>""Consultó los datos tabulados de resistencia de materiales""</i> (He consulted the tabulated data on material resistance)<br> - <i>""Todas las constantes aparecen tabuladas en el manual""</i> (All constants appear tabulated in the manual)</div>"
Términos de Ingeniería	Modelos matemáticos o ecuaciones	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Representaciones matemáticas de fenómenos físicos<br><br>• <b>Traducción</b>: Mathematical models or equations<br><br>• <b>Ejemplo</b>: ""Desarrollaron modelos matemáticos para predecir el comportamiento del sistema"" (They developed mathematical models to predict the system's behavior)</div>"
Términos de Ingeniería	Big Data	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Conjuntos de datos extremadamente grandes<br><br>• <b>Traducción</b>: Big Data (same in English)<br><br>• <b>Ejemplo</b>: ""Utilizan técnicas de Big Data para analizar el comportamiento de los consumidores"" (They use Big Data techniques to analyze consumer behavior)</div>"
Términos de Ingeniería	Personalizadas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Adaptadas específicamente a necesidades particulares<br><br>• <b>Traducción</b>: Customized, personalized<br><br>• <b>Ejemplo</b>: ""Desarrollaron soluciones personalizadas para cada cliente"" (They developed customized solutions for each client)</div>"
