Sección,Palabra/Frase,Detalles
Expresiones de Adición,Y encima / Y aparte / Además / También,"• Significados:<br> - ""Y encima"": Añade algo negativo sobre lo ya mencionado (And on top of that)<br> - ""Y aparte"": Añade información complementaria (And besides)<br> - ""Además"": Forma neutral de añadir información (Furthermore, moreover)<br> - ""También"": Indica inclusión simple (Also, too)<br>• Ejemplos:<br> - ""Es inteligente y encima guapa"" (She's intelligent and on top of that beautiful)"
Verbos de Difusión,Regar (información),"• Significado figurado: Difundir, esparcir (especialmente noticias o información)<br>• Traducción: To spread (information)<br>• Ejemplo: ""La noticia que se regó por todo el pueblo"" (The news that spread throughout the town)<br>• Contexto: Coloquial, usado principalmente en Latinoamérica"
Expresiones de Olvido,Las tenía hace un momento,"• Significado: Expresión usada al buscar algo recién extraviado<br>• Traducción: I had them just a moment ago<br>• Ejemplo: ""Las llaves... las tenía hace un momento"" (The keys... I had them just a moment ago)"
Movilidad y Traslados,Nos mudábamos,"• Significado: Acción en pasado de cambiar de vivienda o ubicación<br>• Traducción: We were moving/relocating<br>• Tiempo verbal: Pretérito imperfecto (acción habitual o en desarrollo en el pasado)<br>• Ejemplo: ""Nos mudábamos cada dos años por el trabajo de mi padre"" (We used to move every two years because of my father's job)"
Movilidad y Traslados,Los mudaban / Los trasladaban,"• Significado: Alguien movía a otras personas de ubicación<br>• Traducción: They were moving them / They were transferring them<br>• Diferencias:<br> - ""Mudar"": Cambiar completamente de ubicación o vivienda<br> - ""Trasladar"": Mover de un lugar a otro, no necesariamente permanente<br>• Ejemplos:<br> - ""Los mudaban a un nuevo edificio tras el incendio"" (They were relocating them to a new building after the fire)<br> - ""Los trasladaban en autobús al centro deportivo"" (They were transporting them by bus to the sports center)"
Movilidad y Traslados,Salidas de campo,"• Significado: Actividad académica o laboral fuera del lugar habitual<br>• Traducción: Field trips (academic context)<br>• Contexto: Ámbito educativo o profesional con propósito de aprendizaje o investigación<br>• Ejemplos:<br> - ""Organizaron salidas de campo para estudiar la flora local"" (They organized field trips to study the local flora)<br> - ""La salida de campo incluyó visitas a tres yacimientos arqueológicos"" (The field trip included visits to three archaeological sites)"
Movilidad y Traslados,Excursiones,"• Significado: Viaje recreativo o educativo de corta duración<br>• Traducción: Excursions, field trips<br>• Ejemplos:<br> - ""Las excursiones escolares son muy educativas"" (School excursions are very educational)<br> - ""Organizaron una excursión al museo para los estudiantes"" (They organized an excursion to the museum for the students)"
Movilidad y Traslados,El transporte,"• Significado: Medio para desplazar personas o mercancías<br>• Traducción: Transportation<br>• Ejemplos:<br> - ""El transporte público es eficiente en esta ciudad"" (Public transportation is efficient in this city)<br> - ""El costo del transporte aumentó este año"" (The cost of transportation increased this year)"
Movilidad y Traslados,Expresiones de costo,"• ""Es el mayor gasto"" (It is the biggest expense)<br>• ""El gasto mayor"" (The major expense)<br>• ""El mayor"" (The biggest/largest)<br>• ""El costo máximo"" (The maximum cost)<br>• Ejemplos:<br> - ""El transporte es el mayor gasto para muchas familias"" (Transportation is the biggest expense for many families)<br> - ""Establecieron el costo máximo por persona"" (They established the maximum cost per person)"
Expresiones Religiosas,Rogando a Dios,"• Significado: Pidiendo a Dios con devoción o desesperación<br>• Traducción: Begging/praying to God<br>• Ejemplo: ""Estaba rogando a Dios que su hijo se recuperara"" (She was praying to God for her son to recover)"
Expresiones Religiosas,Rogar,"• Significado: Pedir con insistencia y humildad<br>• Traducción: To beg, to plead<br>• Ejemplos:<br> - ""Le rogué que me perdonara"" (I begged him/her to forgive me)<br> - ""Te ruego que consideres mi caso"" (I beg you to consider my case)"
Expresiones Religiosas,Rezar / Orar,"• Significado: Dirigirse a una divinidad en oración<br>• Traducción: To pray<br>• Diferencia:<br> - ""Rezar"": Más asociado a oraciones establecidas o rituales<br> - ""Orar"": Más asociado a comunicación personal con la divinidad<br>• Ejemplos:<br> - ""Reza el rosario todas las noches"" (He/she prays the rosary every night)<br> - ""Ora en silencio antes de dormir"" (He/she prays silently before sleeping)"
Expresiones Religiosas,Ruegas a Dios cuando estás en medio del peligro,"• Significado: En situaciones de emergencia se tiende a suplicar con intensidad<br>• Traducción: You pray/beg God when you are in danger<br>• Ejemplo: ""Cuando el avión empezó a sacudirse, todos rogaban a Dios"" (When the plane started to shake, everyone was praying to God)"
Expresiones Religiosas,Rezas cuando estás en calma,"• Significado: La oración como práctica regular en momentos de tranquilidad<br>• Traducción: You pray when you are calm<br>• Ejemplo: ""Reza cada noche antes de acostarse"" (He/she prays every night before going to bed)"
Términos de Ingeniería,Petróleo,"• Significado: Sustancia natural compuesta de hidrocarburos<br>• Traducción: Petroleum, oil<br>• Ejemplo: ""La economía del país depende del petróleo"" (The country's economy depends on oil)"
Términos de Ingeniería,Crudo,"• Significado: Petróleo sin refinar, en estado natural<br>• Traducción: Crude oil<br>• Ejemplo: ""El precio del crudo ha subido este mes"" (The price of crude oil has risen this month)"
Términos de Ingeniería,Cálculo del diámetro de la tubería,"• Significado: Determinar la medida del círculo interno de un tubo<br>• Traducción: Calculation of pipe diameter<br>• Ejemplo: ""El cálculo del diámetro de la tubería es crucial para el flujo adecuado"" (The calculation of the pipe diameter is crucial for proper flow)"
Términos de Ingeniería,Cálculo del espesor del material de la tubería,"• Significado: Determinar el grosor de la pared del tubo<br>• Traducción: Calculation of pipe wall thickness<br>• Ejemplo: ""El cálculo del espesor del material de la tubería depende de la presión que soportará"" (The calculation of the pipe material thickness depends on the pressure it will withstand)"
Términos de Ingeniería,Espesor vs. Grosor,"• ""Espesor"": Término técnico (thickness - technical term)<br>• ""Grosor"": Término cotidiano (thickness - everyday term)<br>• Ejemplos:<br> - ""El espesor del material determina su resistencia"" (The thickness of the material determines its resistance)<br> - ""El grosor del libro impresiona"" (The thickness of the book is impressive)"
Términos de Ingeniería,Las longitudes de tubería están estandarizadas,"• Significado: Existen medidas normalizadas para la producción de tuberías<br>• Traducción: Pipe lengths are standardized<br>• Ejemplo: ""Compró tuberías de longitudes estandarizadas para el proyecto"" (He bought standardized length pipes for the project)"
Términos de Ingeniería,El tipo de material depende del tipo de fluido a transportar,"• Significado: La selección de materiales sigue normas según el contenido<br>• Traducción: The type of material depends on the type of fluid to be transported<br>• Ejemplo: ""Para transportar ácidos, se seleccionan materiales según estándares específicos"" (To transport acids, materials are selected according to specific standards)"
Términos de Ingeniería,Datos tabulados,"• Significado: Información organizada en tablas<br>• Traducción: Tabulated data<br>• Ejemplos:<br> - ""Consultó los datos tabulados de resistencia de materiales"" (He consulted the tabulated data on material resistance)<br> - ""Todas las constantes aparecen tabuladas en el manual"" (All constants appear tabulated in the manual)"
Términos de Ingeniería,Modelos matemáticos o ecuaciones,"• Significado: Representaciones matemáticas de fenómenos físicos<br>• Traducción: Mathematical models or equations<br>• Ejemplo: ""Desarrollaron modelos matemáticos para predecir el comportamiento del sistema"" (They developed mathematical models to predict the system's behavior)"
Términos de Ingeniería,Big Data,"• Significado: Conjuntos de datos extremadamente grandes<br>• Traducción: Big Data (same in English)<br>• Ejemplo: ""Utilizan técnicas de Big Data para analizar el comportamiento de los consumidores"" (They use Big Data techniques to analyze consumer behavior)"
Términos de Ingeniería,Personalizadas,"• Significado: Adaptadas específicamente a necesidades particulares<br>• Traducción: Customized, personalized<br>• Ejemplo: ""Desarrollaron soluciones personalizadas para cada cliente"" (They developed customized solutions for each client)"
Trabajo y Actividad,Trabajan / Trabajar,"• Significado: Realizar una actividad laboral<br>• Traducción: They work / To work<br>• Ejemplo: ""Trabajan ocho horas diarias"" (They work eight hours daily)"
Trabajo y Actividad,Camellan / Camellar,"• Significado: Trabajar arduamente (coloquial)<br>• Traducción: To work hard, to labor (colloquial)<br>• Uso regional: Colombia, Ecuador y otros países latinoamericanos<br>• Ejemplo: ""Camellan todo el día para mantener a su familia"" (They work hard all day to support their family)"
Trabajo y Actividad,Elegían juntos,"• Significado: Proceso de selección realizado en grupo<br>• Traducción: They chose together<br>• Ejemplo: ""Elegían juntos el destino de las vacaciones"" (They chose the vacation destination together)"
Trabajo y Actividad,Asistían en turnos,"• Significado: Participación alternada en una actividad<br>• Traducción: They attended in shifts/turns<br>• Ejemplo: ""Asistían en turnos a las reuniones semanales"" (They attended the weekly meetings in shifts)"
Trabajo y Actividad,Dictaba,"• Significado: Impartía una clase / Pronunciaba para que alguien escribiera<br>• Traducción: He/she taught / He/she dictated<br>• Contextos:<br> - Educativo: ""El profesor dictaba la clase"" (The professor taught the class)<br> - Administrativo: ""Le dictaba el texto a su secretaria"" (He/she dictated the text to his/her secretary)"
Materiales Visuales,Pósters / Afiches,"• Significado: Material gráfico impreso de gran formato para exhibición<br>• Traducción: Posters<br>• Diferencias regionales:<br> - ""Póster"": Término más utilizado en España<br> - ""Afiche"": Más común en Latinoamérica<br>• Ejemplo: ""Diseñaron afiches para promocionar el evento"" (They designed posters to promote the event)"
Materiales Visuales,Letreros / Signs / Carteles,"• Significado: Elemento con información en espacio público<br>• Traducción: Signs<br>• Ejemplos:<br> - ""Los letreros de tráfico son importantes para la seguridad vial"" (Traffic signs are important for road safety)<br> - ""Colocaron carteles con instrucciones en toda la oficina"" (They placed signs with instructions throughout the office)"
Materiales Visuales,Jugar con eso,"• Significado: Manipular algo sin seriedad, experimentar<br>• Traducción: To play with that, to mess with that<br>• Contextos:<br> - Literal: ""No juegues con eso, es frágil"" (Don't play with that, it's fragile)<br> - Figurado: ""No juegues con sus sentimientos"" (Don't play with his/her feelings)"
Expresiones de Petición,¿Te molesta si...?,"• Significado: Forma cortés de pedir permiso<br>• Traducción: Does it bother you if...?<br>• Ejemplo: ""¿Te molesta si dejo la luz encendida un rato más?"" (Does it bother you if I leave the light on a bit longer?)"
Expresiones de Petición,¿Te importa si...?,"• Significado: Alternativa para pedir permiso con cortesía<br>• Traducción: Do you mind if...?<br>• Ejemplo: ""¿Te importa si dejo la luz encendida un rato más?"" (Do you mind if I leave the light on a bit longer?)"
