La sonda espacial	Space probe	Nave no tripulada diseñada para explorar regiones del espacio, como planetas, lunas y asteroides.	Sonda espacial interplanetaria, sonda a Júpiter, misión con sondas espaciales.																					
El traje espacial	Spacesuit	Traje especializado que protege a los astronautas en el vacío del espacio y regula su temperatura y oxígeno.	Traje espacial presurizado, diseño de trajes espaciales, traje espacial avanzado.																					
Espacial	Space	Relativo al espacio exterior o a la tecnología utilizada para explorar o trabajar en él.	Tecnología espacial, misión espacial, telescopio espacial.																					
Orbital	Orbital	Relativo a las órbitas que los objetos siguen alrededor de planetas o estrellas.	Trayectoria orbital, satélite orbital, velocidad orbital.																					
Tripulado	Manned	Relativo a vehículos espaciales que llevan personas a bordo.	Misión tripulada, nave tripulada, exploración tripulada.																					
No tripulado	Unmanned	Relativo a vehículos espaciales que no tienen tripulación a bordo, como sondas y rovers.	Sonda no tripulada, misión no tripulada, nave espacial no tripulada.																					
Lunar	Lunar	Relativo a la Luna y a las misiones relacionadas con su exploración.	Rover lunar, base lunar, órbita lunar.																					
Marciano	Martian	Relativo a Marte, el cuarto planeta del sistema solar, y a las misiones que lo exploran.	Rover marciano, suelo marciano, exploración marciana.																					
Interplanetario	Interplanetary	Relativo a los viajes y exploraciones entre planetas dentro de un sistema solar.	Sonda interplanetaria, exploración interplanetaria, viaje interplanetario.																					
Galáctico	Galactic	Relativo a las galaxias y a la exploración de su composición y características.	Exploración galáctica, observación galáctica, estudios galácticos.																					
Presurizado	Pressurized	Relativo a la tecnología que regula la presión en el interior de naves y trajes espaciales para la supervivencia humana.	Traje presurizado, cabina presurizada, módulo presurizado.																					
Autónomo	Autonomous	Relativo a vehículos o sistemas espaciales capaces de operar sin intervención humana directa.	Rover autónomo, sistema autónomo, tecnología autónoma espacial.																					
Futurista	Futuristic	Relativo a conceptos o tecnologías avanzadas que podrían usarse en el espacio en el futuro.	Estación futurista, diseño futurista, exploración futurista.																					
Avanzado	Advanced	Relativo a tecnología o equipos que representan los últimos avances científicos.	Propulsor avanzado, telescopio avanzado, sistemas avanzados espaciales.																					
Lanzar	To launch	Enviar un vehículo o satélite al espacio, generalmente utilizando un cohete.	Lanzar un cohete, lanzamiento de satélites, misión de lanzamiento.																					
Orbitar	To orbit	Moverse en una trayectoria curva alrededor de un cuerpo celeste, como un planeta o una estrella.	Orbitar la Tierra, satélite orbitando, órbita estable.																					
Aterrizar	To land	Descender y tocar la superficie de un cuerpo celeste, como la Luna o Marte, en una nave espacial o módulo.	Aterrizar en Marte, aterrizaje seguro, módulo aterrizando.																					
Explorar	To explore	Investigar o estudiar un área del espacio para obtener conocimiento científico.	Explorar la Luna, exploración de Marte, explorar el espacio profundo.																					
Desplegar	To deploy	Desplegar componentes o equipos en el espacio, como paneles solares o módulos de aterrizaje.	Desplegar antenas, desplegar paneles solares, despliegue de instrumentos.																					
Monitorear	To monitor	Vigilar y analizar datos de misiones espaciales o satélites en órbita.	Monitorear satélites, monitoreo de órbitas, monitorear estaciones espaciales.																					
Construir	To build	Diseñar y ensamblar naves espaciales, telescopios u otros equipos tecnológicos relacionados con el espacio.	Construir un telescopio, construir estaciones espaciales, construcción de cohetes.																					
Controlar	To control	Operar naves espaciales, satélites o misiones desde un centro de control terrestre.	Controlar el aterrizaje, control de la misión, centro de control operando.																					
Observar	To observe	Estudiar cuerpos celestes desde la Tierra o desde el espacio utilizando telescopios y otras tecnologías.	Observar galaxias, observación de estrellas, telescopios observando el universo.																					
Innovar	To innovate	Crear nuevas tecnologías para mejorar las capacidades de exploración y navegación espacial.	Innovar en cohetes, innovación tecnológica espacial, innovar en misiones tripuladas.																					
El Piamonte	Piedmont	Región en el noroeste de Italia, conocida por su industria automotriz y sus viñedos en las colinas de Langhe.	Viñedos del Piamonte, gastronomía del Piamonte, turismo en Piamonte.																					
La Lombardía	Lombardy	Región del norte de Italia con Milán como capital, un centro financiero y de moda.	Moda en Lombardía, economía de Lombardía, ciudades de Lombardía.																					
El Véneto	Veneto	Región del noreste conocida por Venecia y su arquitectura única sobre canales.	Canales del Véneto, cultura veneciana, turismo en el Véneto.																					
El Lacio	Lazio	Región central que incluye a Roma, capital de Italia y centro histórico y político.	Monumentos en el Lacio, turismo en Roma, gastronomía del Lacio.																					
La Toscana	Tuscany	Región central famosa por su arte renacentista, paisajes, viñedos y ciudades como Florencia y Siena.	Viñedos de la Toscana, arte de la Toscana, turismo en la Toscana.																					
La Emilia-Romaña	Emilia-Romagna	Región conocida por su cocina (Parma y Bolonia), fabricación de autos deportivos y arquitectura histórica.	Gastronomía de Emilia-Romaña, coches deportivos de Emilia-Romaña, ciudades de Emilia-Romaña.																					
La Campania	Campania	Región del sur con Nápoles como capital, famosa por la pizza, Pompeya y la Costa Amalfitana.	Costa de Campania, ruinas de Pompeya, cultura de Campania.																					
La Sicilia	Sicily	Isla más grande del Mediterráneo, conocida por su historia, ruinas griegas y volcanes como el Etna.	Cultura siciliana, paisajes de Sicilia, turismo en Sicilia.																					
La Cerdeña	Sardinia	Isla mediterránea famosa por sus playas, historia antigua y tradiciones únicas.	Playas de Cerdeña, gastronomía de Cerdeña, turismo en Cerdeña.																					
La Liguria	Liguria	Región costera al norte, conocida por sus pueblos coloridos como Cinque Terre y Génova.	Paisajes de Liguria, gastronomía de Liguria, turismo en Liguria.																					
El Trentino-Alto Adigio	Trentino-Alto Adige	Región montañosa del norte, famosa por los Dolomitas y su cultura bilingüe italiano-alemana.	Montañas del Trentino-Alto Adigio, cultura alpina, deportes de invierno.																					
El Friuli-Venecia Julia	Friuli-Venezia Giulia	Región en el noreste, fronteriza con Austria y Eslovenia, conocida por su diversidad cultural y vinos.	Cultura en Friuli-Venecia Julia, vinos de Friuli, turismo transfronterizo.																					
Las Marcas	Marche	Región central de Italia conocida por sus colinas, arquitectura medieval y playas en la costa del Adriático.	Ciudades de las Marcas, turismo en las Marcas, cultura de las Marcas.																					
